Quiz_Total,Assignment_Total,Midterm,Final_Exam
1.6,5.5,4.3,3.9
8.2,17.1,19.4,46.7
7.1,15.8,14.0,38.5
3.1,9.1,9.5,22.8
7.4,16.0,13.6,36.2
5.7,13.0,10.5,30.7
8.9,16.4,15.9,42.4
2.3,4.5,4.8,19.3
8.2,18.5,17.2,43.8
5.4,13.4,11.5,26.2
5.1,13.0,14.8,34.6
7.3,15.1,16.2,36.9
3.1,9.0,10.6,23.1
4.2,7.5,11.2,26.4
6.5,12.2,14.0,37.1
2.9,7.5,6.9,13.7
1.6,5.8,5.8,8.4
7.2,15.1,17.9,41.8
8.3,16.2,18.7,44.0
3.7,8.7,10.4,25.0
4.7,13.2,13.5,30.3
5.2,12.6,12.9,30.2
5.4,11.9,14.8,29.9
8.7,16.7,17.8,41.9
7.4,14.2,13.9,34.3
1.9,5.1,7.3,17.2
6.8,15.0,15.7,40.3
2.2,5.1,4.6,13.5
1.6,5.0,7.2,16.0
3.3,8.8,10.2,25.0
1.8,5.1,6.1,13.4
1.7,5.9,7.8,17.9
9.0,17.9,18.6,46.3
5.2,12.8,13.1,29.7
5.6,13.4,12.0,28.0
5.5,11.9,14.0,32.4
9.1,18.0,17.6,43.9
7.2,15.2,13.7,33.9
5.8,13.5,13.6,33.3
8.9,18.7,19.1,45.6
2.1,6.1,3.3,10.3
7.6,18.3,15.5,32.5
5.6,12.3,10.1,25.6
2.2,4.5,6.6,13.1
2.0,6.1,3.9,17.2
3.0,9.1,10.3,18.9
5.4,12.1,13.1,28.7
7.1,15.1,15.1,35.5
8.6,16.7,16.1,41.1
3.5,9.4,10.0,23.9
8.8,17.9,15.6,42.9
3.4,9.3,7.1,20.3
1.7,6.4,6.4,10.9
4.0,8.5,10.5,20.6
7.2,15.4,17.3,42.2
4.0,7.6,9.5,24.5
2.0,5.5,4.0,11.4
9.2,18.4,15.2,40.9
6.9,14.7,16.4,38.4
5.2,12.4,11.8,28.4
8.8,19.2,17.8,43.6
2.0,5.6,7.9,18.4
8.4,17.7,18.5,43.1
5.3,11.6,11.7,27.9
4.1,7.1,10.8,25.0
7.1,15.5,16.6,39.5
5.4,12.6,12.7,29.2
4.1,9.0,9.0,18.1
5.1,12.4,13.8,27.4
6.0,13.0,10.8,25.3
1.9,5.2,6.3,16.1
7.8,14.1,16.7,37.2
5.2,13.2,13.7,27.7
5.7,12.9,14.7,32.2
5.0,11.7,10.7,28.8
5.5,11.7,12.9,30.9
6.7,14.3,17.9,40.7
2.8,8.9,9.5,22.5
3.9,9.4,10.5,22.7
5.3,13.6,11.8,26.9
3.7,9.1,7.9,22.9
2.3,6.3,4.7,14.5
3.5,8.4,10.6,24.2
8.5,16.8,15.6,40.7
4.9,13.0,11.6,29.8
8.3,16.7,16.8,44.6
4.1,6.5,11.7,22.9
7.8,14.8,16.9,41.3
7.0,15.8,15.2,40.2
6.0,12.8,13.4,29.5
2.5,5.3,3.6,13.3
4.7,12.7,14.8,32.8
6.8,14.8,17.3,42.1
1.3,5.3,3.1,14.1
7.1,15.6,15.9,39.8
4.8,11.4,10.4,25.9
5.3,12.3,11.7,25.3
5.2,12.5,11.8,27.3
3.6,9.2,7.7,19.0
3.2,7.7,9.5,20.3
2.6,9.6,8.0,20.4
8.9,18.7,15.4,42.2
1.7,6.3,6.7,12.5
9.0,16.7,18.4,45.3
7.6,16.8,17.3,45.7
5.4,12.5,10.9,34.5
8.3,16.9,18.6,44.2
6.9,16.5,15.4,35.7
7.9,16.5,14.2,39.1
5.2,11.5,14.7,23.9
9.0,18.0,16.4,42.2
8.5,17.9,15.0,39.9
2.2,4.7,6.4,12.6
2.0,4.8,7.2,13.0
5.6,12.5,12.8,29.1
7.1,15.9,16.1,36.2
8.6,18.0,18.9,48.5
5.7,13.0,12.5,27.5
1.7,5.0,3.4,6.7
7.5,16.4,16.1,39.0
7.6,16.3,14.7,37.5
5.5,12.4,10.0,29.5
3.1,8.3,6.7,16.7
5.2,12.8,10.3,30.2
7.2,15.7,16.3,37.2
2.8,7.1,6.3,17.6
8.3,18.0,19.2,46.3
2.5,7.3,11.5,25.5
5.9,12.9,10.5,26.9
